,oru,odc_location
72,73,"(-3.0882528571428574, -60.038177142857144)"
73,74,"(-3.0882528571428574, -60.038177142857144)"
74,75,"(-3.0882528571428574, -60.038177142857144)"
75,76,"(-3.1334868333333334, -60.02149375)"
76,77,"(-3.1334868333333334, -60.02149375)"
77,78,"(-3.1334868333333334, -60.02149375)"
78,79,"(-3.1334868333333334, -60.02149375)"
79,80,"(-3.1334868333333334, -60.02149375)"
80,81,"(-3.1334868333333334, -60.02149375)"
81,82,"(-3.1334868333333334, -60.02149375)"
82,83,"(-3.1334868333333334, -60.02149375)"
83,84,"(-3.1334868333333334, -60.02149375)"
84,85,"(-3.1334868333333334, -60.02149375)"
85,86,"(-3.1334868333333334, -60.02149375)"
86,87,"(-3.1334868333333334, -60.02149375)"
87,88,"(-3.1029862500000003, -60.01875)"
88,89,"(-3.1029862500000003, -60.01875)"
89,90,"(-3.1029862500000003, -60.01875)"
90,91,"(-3.1334868333333334, -60.02149375)"
91,92,"(-3.1334868333333334, -60.02149375)"
92,93,"(-3.1334868333333334, -60.02149375)"
93,94,"(-3.118053333333333, -59.99259333333333)"
94,95,"(-3.118053333333333, -59.99259333333333)"
95,96,"(-3.118053333333333, -59.99259333333333)"
96,97,"(-3.114305, -60.044377499999996)"
97,98,"(-3.114305, -60.044377499999996)"
98,99,"(-3.114305, -60.044377499999996)"
99,100,"(-3.120938363636364, -60.01355145454546)"
100,101,"(-3.120938363636364, -60.01355145454546)"
101,102,"(-3.120938363636364, -60.01355145454546)"
102,103,"(-3.1334868333333334, -60.02149375)"
103,104,"(-3.1334868333333334, -60.02149375)"
104,105,"(-3.1334868333333334, -60.02149375)"
105,106,"(-3.07646, -60.0208325)"
106,107,"(-3.07646, -60.0208325)"
107,108,"(-3.07646, -60.0208325)"
108,109,"(-3.1334868333333334, -60.02149375)"
109,110,"(-3.1334868333333334, -60.02149375)"
110,111,"(-3.1334868333333334, -60.02149375)"
111,112,"(-3.120938363636364, -60.01355145454546)"
112,113,"(-3.120938363636364, -60.01355145454546)"
113,114,"(-3.120938363636364, -60.01355145454546)"
114,115,"(-3.114305, -60.044377499999996)"
115,116,"(-3.114305, -60.044377499999996)"
116,117,"(-3.114305, -60.044377499999996)"
117,118,"(-3.1334868333333334, -60.02149375)"
118,119,"(-3.1334868333333334, -60.02149375)"
119,120,"(-3.1334868333333334, -60.02149375)"
120,121,"(-3.1019916666666667, -60.00106666666667)"
121,122,"(-3.1019916666666667, -60.00106666666667)"
122,123,"(-3.1019916666666667, -60.00106666666667)"
123,124,"(-3.120938363636364, -60.01355145454546)"
124,125,"(-3.120938363636364, -60.01355145454546)"
125,126,"(-3.120938363636364, -60.01355145454546)"
126,127,"(-3.1029862500000003, -60.01875)"
127,128,"(-3.1029862500000003, -60.01875)"
128,129,"(-3.1029862500000003, -60.01875)"
129,130,"(-3.0882528571428574, -60.038177142857144)"
130,131,"(-3.0882528571428574, -60.038177142857144)"
131,132,"(-3.0882528571428574, -60.038177142857144)"
132,133,"(-3.1019916666666667, -60.00106666666667)"
133,134,"(-3.1019916666666667, -60.00106666666667)"
134,135,"(-3.1019916666666667, -60.00106666666667)"
135,136,"(-3.120938363636364, -60.01355145454546)"
136,137,"(-3.120938363636364, -60.01355145454546)"
137,138,"(-3.120938363636364, -60.01355145454546)"
138,139,"(-3.0911125, -59.991595000000004)"
139,140,"(-3.0911125, -59.991595000000004)"
140,141,"(-3.0911125, -59.991595000000004)"
141,142,"(-3.0840300000000003, -60.05722)"
142,143,"(-3.0840300000000003, -60.05722)"
143,144,"(-3.0840300000000003, -60.05722)"
144,145,"(-3.1012065, -60.0558665)"
145,146,"(-3.1012065, -60.0558665)"
146,147,"(-3.1012065, -60.0558665)"
147,148,"(-3.0828075, -60.0734625)"
148,149,"(-3.0828075, -60.0734625)"
149,150,"(-3.0828075, -60.0734625)"
150,151,"(-3.1019916666666667, -60.00106666666667)"
151,152,"(-3.1019916666666667, -60.00106666666667)"
152,153,"(-3.1019916666666667, -60.00106666666667)"
153,154,"(-3.1012065, -60.0558665)"
154,155,"(-3.1012065, -60.0558665)"
155,156,"(-3.1012065, -60.0558665)"
156,157,"(-3.1012065, -60.0558665)"
157,158,"(-3.1012065, -60.0558665)"
158,159,"(-3.1012065, -60.0558665)"
159,160,"(-3.1334868333333334, -60.02149375)"
160,161,"(-3.1334868333333334, -60.02149375)"
161,162,"(-3.1334868333333334, -60.02149375)"
162,163,"(-3.0911125, -59.991595000000004)"
163,164,"(-3.0911125, -59.991595000000004)"
164,165,"(-3.0911125, -59.991595000000004)"
165,166,"(-3.0828075, -60.0734625)"
166,167,"(-3.0828075, -60.0734625)"
167,168,"(-3.0828075, -60.0734625)"
168,169,"(-3.1019916666666667, -60.00106666666667)"
169,170,"(-3.1019916666666667, -60.00106666666667)"
170,171,"(-3.1019916666666667, -60.00106666666667)"
171,172,"(-3.1029862500000003, -60.01875)"
172,173,"(-3.1029862500000003, -60.01875)"
173,174,"(-3.1029862500000003, -60.01875)"
174,175,"(-3.07222, -59.94861)"
175,176,"(-3.07222, -59.94861)"
176,177,"(-3.07222, -59.94861)"
177,178,"(-3.0408239999999997, -59.926626)"
178,179,"(-3.0408239999999997, -59.926626)"
179,180,"(-3.0408239999999997, -59.926626)"
180,181,"(-3.1019916666666667, -60.00106666666667)"
181,182,"(-3.1019916666666667, -60.00106666666667)"
182,183,"(-3.1019916666666667, -60.00106666666667)"
183,184,"(-3.1012065, -60.0558665)"
184,185,"(-3.1012065, -60.0558665)"
185,186,"(-3.1012065, -60.0558665)"
186,187,"(-3.114305, -60.044377499999996)"
187,188,"(-3.114305, -60.044377499999996)"
188,189,"(-3.114305, -60.044377499999996)"
189,190,"(-3.0833766666666667, -60.00881833333333)"
190,191,"(-3.0833766666666667, -60.00881833333333)"
191,192,"(-3.0833766666666667, -60.00881833333333)"
192,193,"(-3.07646, -60.0208325)"
193,194,"(-3.07646, -60.0208325)"
194,195,"(-3.07646, -60.0208325)"
195,196,"(-3.114305, -60.044377499999996)"
196,197,"(-3.114305, -60.044377499999996)"
197,198,"(-3.114305, -60.044377499999996)"
198,199,"(-3.00917, -59.99083)"
199,200,"(-3.00917, -59.99083)"
200,201,"(-3.00917, -59.99083)"
201,202,"(-3.10361, -59.95667)"
202,203,"(-3.10361, -59.95667)"
203,204,"(-3.10361, -59.95667)"
204,205,"(-3.07646, -60.0208325)"
205,206,"(-3.07646, -60.0208325)"
206,207,"(-3.07646, -60.0208325)"
207,208,"(-3.0828075, -60.0734625)"
208,209,"(-3.0828075, -60.0734625)"
209,210,"(-3.0828075, -60.0734625)"
210,211,"(-3.1334868333333334, -60.02149375)"
211,212,"(-3.1334868333333334, -60.02149375)"
212,213,"(-3.1334868333333334, -60.02149375)"
213,214,"(-3.052775, -59.988335)"
214,215,"(-3.052775, -59.988335)"
215,216,"(-3.052775, -59.988335)"
216,217,"(-3.0833766666666667, -60.00881833333333)"
217,218,"(-3.0833766666666667, -60.00881833333333)"
218,219,"(-3.0833766666666667, -60.00881833333333)"
219,220,"(-3.06472, -60.04361)"
220,221,"(-3.06472, -60.04361)"
221,222,"(-3.06472, -60.04361)"
222,223,"(-3.0408239999999997, -59.926626)"
223,224,"(-3.0408239999999997, -59.926626)"
224,225,"(-3.0408239999999997, -59.926626)"
225,226,"(-3.052775, -59.988335)"
226,227,"(-3.052775, -59.988335)"
227,228,"(-3.052775, -59.988335)"
228,229,"(-3.0840300000000003, -60.05722)"
229,230,"(-3.0840300000000003, -60.05722)"
230,231,"(-3.0840300000000003, -60.05722)"
231,232,"(-3.0201866666666666, -59.94629333333334)"
232,233,"(-3.0201866666666666, -59.94629333333334)"
233,234,"(-3.0201866666666666, -59.94629333333334)"
234,235,"(-3.03064, -59.98645)"
235,236,"(-3.03064, -59.98645)"
236,237,"(-3.03064, -59.98645)"
237,238,"(-3.0408239999999997, -59.926626)"
238,239,"(-3.0408239999999997, -59.926626)"
239,240,"(-3.0408239999999997, -59.926626)"
240,241,"(-3.03064, -59.98645)"
241,242,"(-3.03064, -59.98645)"
242,243,"(-3.03064, -59.98645)"
243,244,"(-3.118053333333333, -59.99259333333333)"
244,245,"(-3.118053333333333, -59.99259333333333)"
245,246,"(-3.118053333333333, -59.99259333333333)"
246,247,"(-3.1012065, -60.0558665)"
247,248,"(-3.1012065, -60.0558665)"
248,249,"(-3.1012065, -60.0558665)"
249,250,"(-3.0833766666666667, -60.00881833333333)"
250,251,"(-3.0833766666666667, -60.00881833333333)"
251,252,"(-3.0833766666666667, -60.00881833333333)"
252,253,"(-3.07646, -60.0208325)"
253,254,"(-3.07646, -60.0208325)"
254,255,"(-3.07646, -60.0208325)"
255,256,"(-3.0882528571428574, -60.038177142857144)"
256,257,"(-3.0882528571428574, -60.038177142857144)"
257,258,"(-3.0882528571428574, -60.038177142857144)"
258,259,"(-3.0828075, -60.0734625)"
259,260,"(-3.0828075, -60.0734625)"
260,261,"(-3.0828075, -60.0734625)"
261,262,"(-2.97417, -59.99028)"
262,263,"(-2.97417, -59.99028)"
263,264,"(-2.97417, -59.99028)"
264,265,"(-3.0833766666666667, -60.00881833333333)"
265,266,"(-3.0833766666666667, -60.00881833333333)"
266,267,"(-3.0833766666666667, -60.00881833333333)"
267,268,"(-3.0201866666666666, -59.94629333333334)"
268,269,"(-3.0201866666666666, -59.94629333333334)"
269,270,"(-3.0201866666666666, -59.94629333333334)"
270,271,"(-3.03064, -59.98645)"
271,272,"(-3.03064, -59.98645)"
272,273,"(-3.03064, -59.98645)"
273,274,"(-3.0408239999999997, -59.926626)"
274,275,"(-3.0408239999999997, -59.926626)"
275,276,"(-3.0408239999999997, -59.926626)"
276,277,"(-3.120938363636364, -60.01355145454546)"
277,278,"(-3.120938363636364, -60.01355145454546)"
278,279,"(-3.120938363636364, -60.01355145454546)"
279,280,"(-3.06472, -60.04361)"
280,281,"(-3.06472, -60.04361)"
281,282,"(-3.06472, -60.04361)"
282,283,"(-3.0408239999999997, -59.926626)"
283,284,"(-3.0408239999999997, -59.926626)"
284,285,"(-3.0408239999999997, -59.926626)"
285,286,"(-3.0201866666666666, -59.94629333333334)"
286,287,"(-3.0201866666666666, -59.94629333333334)"
287,288,"(-3.0201866666666666, -59.94629333333334)"
