,oru,odc_location
79,80,"(-5.8153801334117645, -35.21147991952941)"
80,81,"(-5.8153801334117645, -35.21147991952941)"
81,82,"(-5.8153801334117645, -35.21147991952941)"
82,83,"(-5.8153801334117645, -35.21147991952941)"
83,84,"(-5.8153801334117645, -35.21147991952941)"
84,85,"(-5.8153801334117645, -35.21147991952941)"
85,86,"(-5.8153801334117645, -35.21147991952941)"
86,87,"(-5.8153801334117645, -35.21147991952941)"
87,88,"(-5.8153801334117645, -35.21147991952941)"
88,89,"(-5.8153801334117645, -35.21147991952941)"
89,90,"(-5.8153801334117645, -35.21147991952941)"
90,91,"(-5.8153801334117645, -35.21147991952941)"
91,92,"(-5.8153801334117645, -35.21147991952941)"
92,93,"(-5.8153801334117645, -35.21147991952941)"
93,94,"(-5.8153801334117645, -35.21147991952941)"
94,95,"(-5.8153801334117645, -35.21147991952941)"
95,96,"(-5.8153801334117645, -35.21147991952941)"
96,97,"(-5.8153801334117645, -35.21147991952941)"
97,98,"(-5.8153801334117645, -35.21147991952941)"
98,99,"(-5.8153801334117645, -35.21147991952941)"
99,100,"(-5.8153801334117645, -35.21147991952941)"
100,101,"(-5.8153801334117645, -35.21147991952941)"
101,102,"(-5.8153801334117645, -35.21147991952941)"
102,103,"(-5.8153801334117645, -35.21147991952941)"
103,104,"(-5.8153801334117645, -35.21147991952941)"
104,105,"(-5.8153801334117645, -35.21147991952941)"
105,106,"(-5.8153801334117645, -35.21147991952941)"
106,107,"(-5.8153801334117645, -35.21147991952941)"
107,108,"(-5.8153801334117645, -35.21147991952941)"
108,109,"(-5.8153801334117645, -35.21147991952941)"
109,110,"(-5.8153801334117645, -35.21147991952941)"
110,111,"(-5.8153801334117645, -35.21147991952941)"
111,112,"(-5.8153801334117645, -35.21147991952941)"
112,113,"(-5.8153801334117645, -35.21147991952941)"
113,114,"(-5.8153801334117645, -35.21147991952941)"
114,115,"(-5.8153801334117645, -35.21147991952941)"
115,116,"(-5.8153801334117645, -35.21147991952941)"
116,117,"(-5.8153801334117645, -35.21147991952941)"
117,118,"(-5.8153801334117645, -35.21147991952941)"
118,119,"(-5.8153801334117645, -35.21147991952941)"
119,120,"(-5.8153801334117645, -35.21147991952941)"
120,121,"(-5.8153801334117645, -35.21147991952941)"
121,122,"(-5.8153801334117645, -35.21147991952941)"
122,123,"(-5.8153801334117645, -35.21147991952941)"
123,124,"(-5.8153801334117645, -35.21147991952941)"
124,125,"(-5.8153801334117645, -35.21147991952941)"
125,126,"(-5.8153801334117645, -35.21147991952941)"
126,127,"(-5.8153801334117645, -35.21147991952941)"
127,128,"(-5.8153801334117645, -35.21147991952941)"
128,129,"(-5.8153801334117645, -35.21147991952941)"
129,130,"(-5.8153801334117645, -35.21147991952941)"
130,131,"(-5.8153801334117645, -35.21147991952941)"
131,132,"(-5.8153801334117645, -35.21147991952941)"
132,133,"(-5.8153801334117645, -35.21147991952941)"
133,134,"(-5.8153801334117645, -35.21147991952941)"
134,135,"(-5.8153801334117645, -35.21147991952941)"
135,136,"(-5.8153801334117645, -35.21147991952941)"
136,137,"(-5.8153801334117645, -35.21147991952941)"
137,138,"(-5.8153801334117645, -35.21147991952941)"
138,139,"(-5.8153801334117645, -35.21147991952941)"
139,140,"(-5.8153801334117645, -35.21147991952941)"
140,141,"(-5.8153801334117645, -35.21147991952941)"
141,142,"(-5.8153801334117645, -35.21147991952941)"
142,143,"(-5.8153801334117645, -35.21147991952941)"
143,144,"(-5.8153801334117645, -35.21147991952941)"
144,145,"(-5.8153801334117645, -35.21147991952941)"
145,146,"(-5.8153801334117645, -35.21147991952941)"
146,147,"(-5.8153801334117645, -35.21147991952941)"
147,148,"(-5.8153801334117645, -35.21147991952941)"
148,149,"(-5.8153801334117645, -35.21147991952941)"
149,150,"(-5.8153801334117645, -35.21147991952941)"
150,151,"(-5.8153801334117645, -35.21147991952941)"
151,152,"(-5.8153801334117645, -35.21147991952941)"
152,153,"(-5.8153801334117645, -35.21147991952941)"
153,154,"(-5.8153801334117645, -35.21147991952941)"
154,155,"(-5.8153801334117645, -35.21147991952941)"
155,156,"(-5.8153801334117645, -35.21147991952941)"
156,157,"(-5.8153801334117645, -35.21147991952941)"
157,158,"(-5.8153801334117645, -35.21147991952941)"
158,159,"(-5.8153801334117645, -35.21147991952941)"
159,160,"(-5.8153801334117645, -35.21147991952941)"
160,161,"(-5.8153801334117645, -35.21147991952941)"
161,162,"(-5.8153801334117645, -35.21147991952941)"
162,163,"(-5.8153801334117645, -35.21147991952941)"
163,164,"(-5.8153801334117645, -35.21147991952941)"
164,165,"(-5.8153801334117645, -35.21147991952941)"
165,166,"(-5.8153801334117645, -35.21147991952941)"
166,167,"(-5.8153801334117645, -35.21147991952941)"
167,168,"(-5.8153801334117645, -35.21147991952941)"
168,169,"(-5.8153801334117645, -35.21147991952941)"
169,170,"(-5.8153801334117645, -35.21147991952941)"
