,oru,odc_location
96,97,"(-3.102186, -60.050536)"
97,98,"(-3.102186, -60.050536)"
98,99,"(-3.102186, -60.050536)"
99,100,"(-3.1236775, -59.998960000000004)"
100,101,"(-3.1236775, -59.998960000000004)"
101,102,"(-3.1236775, -59.998960000000004)"
102,103,"(-3.133951111111111, -60.022777777777776)"
103,104,"(-3.133951111111111, -60.022777777777776)"
104,105,"(-3.133951111111111, -60.022777777777776)"
105,106,"(-3.08185, -60.02713)"
106,107,"(-3.08185, -60.02713)"
107,108,"(-3.08185, -60.02713)"
108,109,"(-3.133951111111111, -60.022777777777776)"
109,110,"(-3.133951111111111, -60.022777777777776)"
110,111,"(-3.133951111111111, -60.022777777777776)"
111,112,"(-3.1236775, -59.998960000000004)"
112,113,"(-3.1236775, -59.998960000000004)"
113,114,"(-3.1236775, -59.998960000000004)"
114,115,"(-3.116573333333333, -60.04417)"
115,116,"(-3.116573333333333, -60.04417)"
116,117,"(-3.116573333333333, -60.04417)"
117,118,"(-3.133951111111111, -60.022777777777776)"
118,119,"(-3.133951111111111, -60.022777777777776)"
119,120,"(-3.133951111111111, -60.022777777777776)"
120,121,"(-3.103565, -59.996296666666666)"
121,122,"(-3.103565, -59.996296666666666)"
122,123,"(-3.103565, -59.996296666666666)"
123,124,"(-3.123346, -60.01817425)"
124,125,"(-3.123346, -60.01817425)"
125,126,"(-3.123346, -60.01817425)"
126,127,"(-3.1025560000000003, -60.021778)"
127,128,"(-3.1025560000000003, -60.021778)"
128,129,"(-3.1025560000000003, -60.021778)"
129,130,"(-3.08949, -60.039030000000004)"
130,131,"(-3.08949, -60.039030000000004)"
131,132,"(-3.08949, -60.039030000000004)"
132,133,"(-3.103565, -59.996296666666666)"
133,134,"(-3.103565, -59.996296666666666)"
134,135,"(-3.103565, -59.996296666666666)"
135,136,"(-3.1135985, -60.012653)"
136,137,"(-3.1135985, -60.012653)"
137,138,"(-3.1135985, -60.012653)"
138,139,"(-3.0890766666666667, -59.99101666666667)"
139,140,"(-3.0890766666666667, -59.99101666666667)"
140,141,"(-3.0890766666666667, -59.99101666666667)"
141,142,"(-3.0840300000000003, -60.05722)"
142,143,"(-3.0840300000000003, -60.05722)"
143,144,"(-3.0840300000000003, -60.05722)"
144,145,"(-3.102186, -60.050536)"
145,146,"(-3.102186, -60.050536)"
146,147,"(-3.102186, -60.050536)"
147,148,"(-3.079763333333333, -60.07498666666667)"
148,149,"(-3.079763333333333, -60.07498666666667)"
149,150,"(-3.079763333333333, -60.07498666666667)"
150,151,"(-3.103565, -59.996296666666666)"
151,152,"(-3.103565, -59.996296666666666)"
152,153,"(-3.103565, -59.996296666666666)"
153,154,"(-3.102186, -60.050536)"
154,155,"(-3.102186, -60.050536)"
155,156,"(-3.102186, -60.050536)"
156,157,"(-3.102186, -60.050536)"
157,158,"(-3.102186, -60.050536)"
158,159,"(-3.102186, -60.050536)"
159,160,"(-3.123346, -60.01817425)"
160,161,"(-3.123346, -60.01817425)"
161,162,"(-3.123346, -60.01817425)"
162,163,"(-3.103565, -59.996296666666666)"
163,164,"(-3.103565, -59.996296666666666)"
164,165,"(-3.103565, -59.996296666666666)"
165,166,"(-3.079763333333333, -60.07498666666667)"
166,167,"(-3.079763333333333, -60.07498666666667)"
167,168,"(-3.079763333333333, -60.07498666666667)"
168,169,"(-3.103565, -59.996296666666666)"
169,170,"(-3.103565, -59.996296666666666)"
170,171,"(-3.103565, -59.996296666666666)"
171,172,"(-3.1025560000000003, -60.021778)"
172,173,"(-3.1025560000000003, -60.021778)"
173,174,"(-3.1025560000000003, -60.021778)"
174,175,"(-3.07222, -59.94861)"
175,176,"(-3.07222, -59.94861)"
176,177,"(-3.07222, -59.94861)"
177,178,"(-3.03916, -59.91035)"
178,179,"(-3.03916, -59.91035)"
179,180,"(-3.03916, -59.91035)"
180,181,"(-3.1, -60.0104175)"
181,182,"(-3.1, -60.0104175)"
182,183,"(-3.1, -60.0104175)"
183,184,"(-3.098583, -60.065469666666665)"
184,185,"(-3.098583, -60.065469666666665)"
185,186,"(-3.098583, -60.065469666666665)"
186,187,"(-3.116573333333333, -60.04417)"
187,188,"(-3.116573333333333, -60.04417)"
188,189,"(-3.116573333333333, -60.04417)"
189,190,"(-3.07778, -60.003609999999995)"
190,191,"(-3.07778, -60.003609999999995)"
191,192,"(-3.07778, -60.003609999999995)"
192,193,"(-3.07056, -60.0175)"
193,194,"(-3.07056, -60.0175)"
194,195,"(-3.07056, -60.0175)"
195,196,"(-3.116573333333333, -60.04417)"
196,197,"(-3.116573333333333, -60.04417)"
197,198,"(-3.116573333333333, -60.04417)"
198,199,"(-3.00917, -59.99083)"
199,200,"(-3.00917, -59.99083)"
200,201,"(-3.00917, -59.99083)"
201,202,"(-3.10361, -59.95667)"
202,203,"(-3.10361, -59.95667)"
203,204,"(-3.10361, -59.95667)"
204,205,"(-3.07056, -60.0175)"
205,206,"(-3.07056, -60.0175)"
206,207,"(-3.07056, -60.0175)"
207,208,"(-3.098583, -60.065469666666665)"
208,209,"(-3.098583, -60.065469666666665)"
209,210,"(-3.098583, -60.065469666666665)"
210,211,"(-3.143782, -60.009315)"
211,212,"(-3.143782, -60.009315)"
212,213,"(-3.143782, -60.009315)"
213,214,"(-3.052775, -59.988335)"
214,215,"(-3.052775, -59.988335)"
215,216,"(-3.052775, -59.988335)"
216,217,"(-3.086175, -60.011422499999995)"
217,218,"(-3.086175, -60.011422499999995)"
218,219,"(-3.086175, -60.011422499999995)"
219,220,"(-3.06472, -60.04361)"
220,221,"(-3.06472, -60.04361)"
221,222,"(-3.06472, -60.04361)"
222,223,"(-3.04124, -59.930695)"
223,224,"(-3.04124, -59.930695)"
224,225,"(-3.04124, -59.930695)"
225,226,"(-3.052775, -59.988335)"
226,227,"(-3.052775, -59.988335)"
227,228,"(-3.052775, -59.988335)"
228,229,"(-3.0840300000000003, -60.05722)"
229,230,"(-3.0840300000000003, -60.05722)"
230,231,"(-3.0840300000000003, -60.05722)"
231,232,"(-3.0201866666666666, -59.94629333333334)"
232,233,"(-3.0201866666666666, -59.94629333333334)"
233,234,"(-3.0201866666666666, -59.94629333333334)"
234,235,"(-3.0313749999999997, -59.991205)"
235,236,"(-3.0313749999999997, -59.991205)"
236,237,"(-3.0313749999999997, -59.991205)"
237,238,"(-3.04124, -59.930695)"
238,239,"(-3.04124, -59.930695)"
239,240,"(-3.04124, -59.930695)"
240,241,"(-3.02917, -59.97694)"
241,242,"(-3.02917, -59.97694)"
242,243,"(-3.02917, -59.97694)"
243,244,"(-3.1236775, -59.998960000000004)"
244,245,"(-3.1236775, -59.998960000000004)"
245,246,"(-3.1236775, -59.998960000000004)"
246,247,"(-3.098583, -60.065469666666665)"
247,248,"(-3.098583, -60.065469666666665)"
248,249,"(-3.098583, -60.065469666666665)"
249,250,"(-3.07778, -60.003609999999995)"
250,251,"(-3.07778, -60.003609999999995)"
251,252,"(-3.07778, -60.003609999999995)"
252,253,"(-3.08185, -60.02713)"
253,254,"(-3.08185, -60.02713)"
254,255,"(-3.08185, -60.02713)"
255,256,"(-3.08949, -60.039030000000004)"
256,257,"(-3.08949, -60.039030000000004)"
257,258,"(-3.08949, -60.039030000000004)"
258,259,"(-3.079763333333333, -60.07498666666667)"
259,260,"(-3.079763333333333, -60.07498666666667)"
260,261,"(-3.079763333333333, -60.07498666666667)"
261,262,"(-2.97417, -59.99028)"
262,263,"(-2.97417, -59.99028)"
263,264,"(-2.97417, -59.99028)"
264,265,"(-3.086175, -60.011422499999995)"
265,266,"(-3.086175, -60.011422499999995)"
266,267,"(-3.086175, -60.011422499999995)"
267,268,"(-3.0201866666666666, -59.94629333333334)"
268,269,"(-3.0201866666666666, -59.94629333333334)"
269,270,"(-3.0201866666666666, -59.94629333333334)"
270,271,"(-3.0313749999999997, -59.991205)"
271,272,"(-3.0313749999999997, -59.991205)"
272,273,"(-3.0313749999999997, -59.991205)"
273,274,"(-3.04124, -59.930695)"
274,275,"(-3.04124, -59.930695)"
275,276,"(-3.04124, -59.930695)"
276,277,"(-3.1135985, -60.012653)"
277,278,"(-3.1135985, -60.012653)"
278,279,"(-3.1135985, -60.012653)"
279,280,"(-3.06472, -60.04361)"
280,281,"(-3.06472, -60.04361)"
281,282,"(-3.06472, -60.04361)"
282,283,"(-3.04124, -59.930695)"
283,284,"(-3.04124, -59.930695)"
284,285,"(-3.04124, -59.930695)"
285,286,"(-3.0201866666666666, -59.94629333333334)"
286,287,"(-3.0201866666666666, -59.94629333333334)"
287,288,"(-3.0201866666666666, -59.94629333333334)"
