Status.state,NomeEntidade,NumFistel,NumServico,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,tipoTecnologia,meioAcesso,FreqTxMHz,FreqRxMHz,Azimute,CodTipoClasseEstacao,ClassInfraFisica,CompartilhamentoInfraFisica,CodTipoAntena,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,Polarizacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,CodDebitoTFI,DataLicenciamento,DataPrimeiroLicenciamento,NumRede,_id,DataValidade,NumFistelAssociado,NomeEntidadeAssociado
LIC-LIC-01,TIM S A,50409428698,010,105812021,688590683,Rua Dom Joao Vi,-,AM,1302603,10M0G7W,NR,SA-NSA,,3550,3550,60,FB,Greenfield,não,760,100462102519,25,25,65,-3,X,40,100462102519,200,-3.077833,-60.007944,G,2023-10-26,2006-08-01,,4d5c01a09ea51,2038-04-30,,
LIC-LIC-01,TIM S A,50409428698,010,105812021,688590683,Rua Dom Joao Vi,-,AM,1302603,10M0G7W,NR,SA-NSA,,3550,3550,160,FB,Greenfield,não,760,100462102519,25,25,65,-3,X,40,100462102519,200,-3.077833,-60.007944,G,2023-10-26,2006-08-01,,4d5c01a09ea52,2038-04-30,,
LIC-LIC-01,TIM S A,50409428698,010,105812021,688590683,Rua Dom Joao Vi,-,AM,1302603,10M0G7W,NR,SA-NSA,,3550,3550,320,FB,Greenfield,não,760,100462102519,25,25,65,-3,X,40,100462102519,200,-3.077833,-60.007944,G,2023-10-26,2006-08-01,,4d5c01a09ea53,2038-04-30,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,689399120,AVENIDA RIO MAR,CONDOMINIO DO EDIFICIO FELLINI RESIDENZI,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,90,FB,,NA,760,056001603518,11.96,25,74,-3,X,44.5,057731705894,40,-3.104194,-60.019472,G,2023-08-04,2007-07-05,Template 2,4d5c01a0ac75e,2031-03-28,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,689399120,AVENIDA RIO MAR,CONDOMINIO DO EDIFICIO FELLINI RESIDENZI,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,160,FB,,NA,760,056001603518,11.96,25,74,-3,X,44.5,057731705894,40,-3.104194,-60.019472,G,2023-08-04,2007-07-05,Template 2,4d5c01a0ac75f,2031-03-28,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,689399120,AVENIDA RIO MAR,CONDOMINIO DO EDIFICIO FELLINI RESIDENZI,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,320,FB,,NA,760,056001603518,11.96,25,74,-3,X,44.5,057731705894,40,-3.104194,-60.019472,G,2023-08-04,2007-07-05,Template 2,4d5c01a0ac760,2031-03-28,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,689445482,Rua Nossa Senhora De Fátima,-,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,90,FB,Greenfield,não,760,011471500324,15.81,26,65,-3,X,36.3,057731705894,40,-3.109306,-60.035417,G,2023-10-26,2007-08-15,,4d5c01a0ade94,2038-04-30,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,689445482,Rua Nossa Senhora De Fátima,-,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,210,FB,Greenfield,não,760,011471500324,15.81,26,65,-3,X,36.3,057731705894,40,-3.109306,-60.035417,G,2023-10-26,2007-08-15,,4d5c01a0ade9a,2038-04-30,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,689445482,Rua Nossa Senhora De Fátima,-,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,330,FB,Greenfield,não,760,011471500324,15.81,26,65,-3,X,36.3,057731705894,40,-3.109306,-60.035417,G,2023-10-26,2007-08-15,,4d5c01a0adea0,2038-04-30,,
LIC-LIC-01,TIM S A,50409428698,010,97812014,689607644,AVENIDA SETE DE SETEMBRO,,AM,1302603,10M0G7W,NR,SA-NSA,,778,723,50,FB,Greenfield,não,760,011471500324,12.85,28,65,-3,X,33,057731705894,40,-3.134667,-60.015167,G,2023-08-04,2007-10-03,Template 2,4d5c01a0b0d35,2031-03-28,,
